id,name,picture_url,genre1_id,genre1_name,genre2_id,genre2_name,genre3_id,genre3_name,genre4_id,genre4_name,genre5_id,genre5_name,genre6_id,genre6_name,genre7_id,genre7_name,genre8_id,genre8_name
3539,"Utsukushiki Emono-tachi no Gakuen",https://cdn.myanimelist.net/images/anime/1242,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3540,"Henbou Moral Hazard",https://cdn.myanimelist.net/images/anime/11/5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3541,"Kouin Tenshi: Haitoku no Lycéenne",https://cdn.myanimelist.net/images/anime/5/41,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3542,Mechiku,https://cdn.myanimelist.net/images/anime/1020,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3543,"Kiss yori...",https://cdn.myanimelist.net/images/anime/1675,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3545,"Kochira Katsushikaku Kameari Kouenmae Hashuts",https://cdn.myanimelist.net/images/anime/5/21,50,"Adult Cast",4,Comedy,39,Detective,57,"Gag Humor",27,Shounen,0,blank,0,blank,0,"blank"
3546,"Kochira Katsushikaku Kameari Kouenmae Hashuts",https://cdn.myanimelist.net/images/anime/1343,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3547,"Kochira Katsushikaku Kameari Kouenmae Hashuts",https://cdn.myanimelist.net/images/anime/12/5,1,Action,50,"Adult Cast",4,Comedy,39,Detective,57,"Gag Humor",7,Mystery,27,Shounen,0,"blank"
3549,"Allison to Lillia",https://cdn.myanimelist.net/images/anime/9/50,1,Action,2,Adventure,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3550,"Midori no Makibao",https://cdn.myanimelist.net/images/anime/1986,4,Comedy,3,Racing,27,Shounen,0,blank,0,blank,0,blank,0,blank,0,"blank"
3551,"Dragon Rider",https://cdn.myanimelist.net/images/anime/1458,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3553,"Reyon Densetsu Flair",https://cdn.myanimelist.net/images/anime/4/53,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3556,"Soukan Rensa",https://cdn.myanimelist.net/images/anime/1536,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3557,"Shoujo Auction",https://cdn.myanimelist.net/images/anime/11/4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3558,"Doukyuusei (OVA): Natsu no Owari ni",https://cdn.myanimelist.net/images/anime/6/59,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3559,"Stringendo: Angel-tachi no Private Lesson",https://cdn.myanimelist.net/images/anime/1350,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3560,Karen,https://cdn.myanimelist.net/images/anime/1418,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3561,"Dennou Boukenki Webdiver",https://cdn.myanimelist.net/images/anime/1723,1,Action,2,Adventure,18,Mecha,24,Sci-Fi,0,blank,0,blank,0,blank,0,"blank"
3562,Chu^2,https://cdn.myanimelist.net/images/anime/7/59,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3563,Momone,https://cdn.myanimelist.net/images/anime/11/5,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3564,Pianist,https://cdn.myanimelist.net/images/anime/5/59,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3565,"U-Jin Brand",https://cdn.myanimelist.net/images/anime/1907,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3566,"Hika Ryoujoku: Wana ni Hamatta Futari",https://cdn.myanimelist.net/images/anime/10/4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3567,"Renzu: Futari no Kyori",https://cdn.myanimelist.net/images/anime/4/59,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3568,"Ganbarist! Shun",https://cdn.myanimelist.net/images/anime/1867,4,Comedy,27,Shounen,30,Sports,0,blank,0,blank,0,blank,0,blank,0,"blank"
3569,"Injuu Seisen: Twin Angels",https://cdn.myanimelist.net/images/anime/1930,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3570,Yadosagashi,https://cdn.myanimelist.net/images/anime/1161,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3571,"Mach GoGoGo (1997)",https://cdn.myanimelist.net/images/anime/4/60,2,Adventure,3,Racing,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3572,"Macross F",https://cdn.myanimelist.net/images/anime/9/15,1,Action,46,"Award Winning",18,Mecha,38,Military,19,Music,22,Romance,24,Sci-Fi,29,"Space"
3573,Moegaku★5,https://cdn.myanimelist.net/images/anime/8/21,66,"Mahou Shoujo",20,Parody,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3574,Switch,https://cdn.myanimelist.net/images/anime/3/26,1,Action,39,Detective,7,Mystery,68,"Organized Crime",27,Shounen,0,blank,0,blank,0,"blank"
3575,"Sugai-kun to Kazoku Ishi The Movie",https://cdn.myanimelist.net/images/anime/10/6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3576,"Kodai Ouja Kyouryuu King",https://cdn.myanimelist.net/images/anime/10/7,2,Adventure,10,Fantasy,15,Kids,0,blank,0,blank,0,blank,0,blank,0,"blank"
3577,"Kyouran Kazoku Nikki",https://cdn.myanimelist.net/images/anime/6/76,4,Comedy,24,Sci-Fi,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3578,"Daraku: Onna Kyoushi Hakai",https://cdn.myanimelist.net/images/anime/1647,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3579,"Getter Robo",https://cdn.myanimelist.net/images/anime/12/6,1,Action,18,Mecha,24,Sci-Fi,27,Shounen,0,blank,0,blank,0,blank,0,"blank"
3580,Ijoku,https://cdn.myanimelist.net/images/anime/2/10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3581,Requiem,https://cdn.myanimelist.net/images/anime/5/41,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3582,"Mashou no Kao",https://cdn.myanimelist.net/images/anime/10/4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3583,"Endless Serenade",https://cdn.myanimelist.net/images/anime/2/60,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3584,"Injuu Nerawareta Idol",https://cdn.myanimelist.net/images/anime/1170,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3586,Isaku,https://cdn.myanimelist.net/images/anime/1880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3587,"Isaku: Respect",https://cdn.myanimelist.net/images/anime/1701,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3588,"Soul Eater",https://cdn.myanimelist.net/images/anime/9/78,1,Action,4,Comedy,10,Fantasy,23,School,27,Shounen,0,blank,0,blank,0,"blank"
3593,"Utawarerumono OVA",https://cdn.myanimelist.net/images/anime/2/46,1,Action,4,Comedy,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,"blank"
3594,"Tears to Tiara",https://cdn.myanimelist.net/images/anime/6/18,1,Action,2,Adventure,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,"blank"
3595,Kujakuou,https://cdn.myanimelist.net/images/anime/10/8,1,Action,14,Horror,6,Mythology,0,blank,0,blank,0,blank,0,blank,0,"blank"
3596,"Lightning Trap: Leina & Laika",https://cdn.myanimelist.net/images/anime/13/5,1,Action,24,Sci-Fi,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3597,Fantasia,https://cdn.myanimelist.net/images/anime/1132,4,Comedy,8,Drama,10,Fantasy,22,Romance,0,blank,0,blank,0,blank,0,"blank"
3599,"Shin Kujakuou",https://cdn.myanimelist.net/images/anime/12/8,1,Action,14,Horror,6,Mythology,0,blank,0,blank,0,blank,0,blank,0,"blank"
3600,"Sengoku Kitan Youtouden",https://cdn.myanimelist.net/images/anime/10/5,1,Action,17,"Martial Arts",6,Mythology,0,blank,0,blank,0,blank,0,blank,0,"blank"
3602,"Ginga Tetsudou 999: Eternal Fantasy",https://cdn.myanimelist.net/images/anime/11/6,1,Action,8,Drama,24,Sci-Fi,29,Space,0,blank,0,blank,0,blank,0,"blank"
3603,"JoJo no Kimyou na Bouken: Phantom Blood",https://cdn.myanimelist.net/images/anime/5/50,1,Action,2,Adventure,14,Horror,27,Shounen,32,Vampire,0,blank,0,blank,0,"blank"
3604,"Hidamari Sketch x 365",https://cdn.myanimelist.net/images/anime/1571,52,CGDCT,63,Iyashikei,23,School,36,"Slice of Life",80,"Visual Arts",0,blank,0,blank,0,"blank"
3605,"Princess Army: Wedding★Combat",https://cdn.myanimelist.net/images/anime/4/60,1,Action,17,"Martial Arts",22,Romance,25,Shoujo,0,blank,0,blank,0,blank,0,"blank"
3609,"Kikou Kantai Dairugger XV",https://cdn.myanimelist.net/images/anime/1375,1,Action,2,Adventure,18,Mecha,24,Sci-Fi,29,Space,0,blank,0,blank,0,"blank"
3613,"Toshokan Sensou",https://cdn.myanimelist.net/images/anime/1287,1,Action,50,"Adult Cast",4,Comedy,38,Military,22,Romance,0,blank,0,blank,0,"blank"
3614,"Yakushiji Ryouko no Kaiki Jikenbo",https://cdn.myanimelist.net/images/anime/9/75,39,Detective,7,Mystery,37,Supernatural,0,blank,0,blank,0,blank,0,blank,0,"blank"
3615,"Neo Angelique Abyss",https://cdn.myanimelist.net/images/anime/3/20,4,Comedy,10,Fantasy,43,Josei,73,"Reverse Harem",22,Romance,0,blank,0,blank,0,"blank"
3616,"Kamen no Maid Guy",https://cdn.myanimelist.net/images/anime/4/77,1,Action,4,Comedy,9,Ecchi,27,Shounen,31,"Super Power",0,blank,0,blank,0,"blank"
3618,"Moyashimon: Kin Gekijou Deluxe",https://cdn.myanimelist.net/images/anime/5/25,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3619,"Nanako SOS",https://cdn.myanimelist.net/images/anime/2/66,4,Comedy,20,Parody,22,Romance,31,"Super Power",0,blank,0,blank,0,blank,0,"blank"
3620,"Blue Seed Omake",https://cdn.myanimelist.net/images/anime/7/62,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3622,"Ikusa Otome Suvia",https://cdn.myanimelist.net/images/anime/1144,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3624,"Seimei no Kagaku: Micro Patrol",https://cdn.myanimelist.net/images/anime/5/62,2,Adventure,56,Educational,67,Medical,0,blank,0,blank,0,blank,0,blank,0,"blank"
3625,"Battle Royal High School",https://cdn.myanimelist.net/images/anime/1174,1,Action,58,Gore,14,Horror,17,"Martial Arts",6,Mythology,27,Shounen,31,"Super Power",37,"Supernatural"
3626,"Shin Kidou Senki Gundam Wing: Operation Meteo",https://cdn.myanimelist.net/images/anime/1114,1,Action,2,Adventure,8,Drama,18,Mecha,38,Military,40,Psychological,24,Sci-Fi,29,"Space"
3627,"D.C.II S.S.: Da Capo II Second Season",https://cdn.myanimelist.net/images/anime/9/75,4,Comedy,8,Drama,10,Fantasy,35,Harem,22,Romance,0,blank,0,blank,0,"blank"
3628,"Ingoku Byoutou",https://cdn.myanimelist.net/images/anime/7/10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3630,"Miracle Shoujo Limit-chan",https://cdn.myanimelist.net/images/anime/2/17,4,Comedy,23,School,24,Sci-Fi,31,"Super Power",0,blank,0,blank,0,blank,0,"blank"
3631,"Aoi Blink",https://cdn.myanimelist.net/images/anime/11/5,2,Adventure,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3633,Angel,https://cdn.myanimelist.net/images/anime/7/62,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3635,"Advancer Tina",https://cdn.myanimelist.net/images/anime/2/85,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3636,"Warau Kangofu The Animation",https://cdn.myanimelist.net/images/anime/1420,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3637,"Bouken Yuuki Pluster World",https://cdn.myanimelist.net/images/anime/1928,1,Action,2,Adventure,24,Sci-Fi,0,blank,0,blank,0,blank,0,blank,0,"blank"
3638,"Kaiketsu Zorori",https://cdn.myanimelist.net/images/anime/1330,2,Adventure,4,Comedy,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3639,"Princess Road: Bara to Dokuro no Monshou",https://cdn.myanimelist.net/images/anime/1711,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3640,"Monkey Punch no Sekai: Alice",https://cdn.myanimelist.net/images/anime/2/62,1,Action,4,Comedy,9,Ecchi,0,blank,0,blank,0,blank,0,blank,0,"blank"
3641,"Naisho no Tsubomi",https://cdn.myanimelist.net/images/anime/3/19,22,Romance,23,School,25,Shoujo,0,blank,0,blank,0,blank,0,blank,0,"blank"
3642,"Shina Dark: Kuroki Tsuki no Ou to Souheki no ",https://cdn.myanimelist.net/images/anime/11/6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3643,"Mahou no Rouge Lipstick",https://cdn.myanimelist.net/images/anime/6/27,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3644,"Uchiyama Aki",https://cdn.myanimelist.net/images/anime/9/62,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3645,Yunyun☆Paradise,https://cdn.myanimelist.net/images/anime/11/2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3646,"Glass no Usagi",https://cdn.myanimelist.net/images/anime/1188,13,Historical,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3648,"Shownoid Mako-chan",https://cdn.myanimelist.net/images/anime/1020,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3649,"Bishoujo Comic Lolicon Angel: Mitsu no Aji",https://cdn.myanimelist.net/images/anime/1066,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3652,"Higurashi no Naku Koro ni Rei",https://cdn.myanimelist.net/images/anime/4/14,58,Gore,14,Horror,7,Mystery,40,Psychological,37,Supernatural,0,blank,0,blank,0,"blank"
3653,"Kurogane no Linebarrels",https://cdn.myanimelist.net/images/anime/2/50,1,Action,18,Mecha,24,Sci-Fi,42,Seinen,0,blank,0,blank,0,blank,0,"blank"
3654,"Macademi Wasshoi!",https://cdn.myanimelist.net/images/anime/10/7,4,Comedy,9,Ecchi,10,Fantasy,57,"Gag Humor",35,Harem,22,Romance,23,School,0,"blank"
3655,"Nabari no Ou",https://cdn.myanimelist.net/images/anime/13/7,1,Action,8,Drama,10,Fantasy,17,"Martial Arts",27,Shounen,0,blank,0,blank,0,"blank"
3656,"Monochrome Factor",https://cdn.myanimelist.net/images/anime/3/22,1,Action,28,"Boys Love",37,Supernatural,0,blank,0,blank,0,blank,0,blank,0,"blank"
3659,"Majime ni Fumajime Kaiketsu Zorori: Nazo no O",https://cdn.myanimelist.net/images/anime/5/29,2,Adventure,4,Comedy,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3660,"Mahou no Idol Pastel Yumi",https://cdn.myanimelist.net/images/anime/7/43,4,Comedy,10,Fantasy,66,"Mahou Shoujo",0,blank,0,blank,0,blank,0,blank,0,"blank"
3661,"Joker: Marginal City",https://cdn.myanimelist.net/images/anime/1399,1,Action,22,Romance,24,Sci-Fi,0,blank,0,blank,0,blank,0,blank,0,"blank"
3665,"Ginga Eiyuu Densetsu Gaiden (1999)",https://cdn.myanimelist.net/images/anime/1682,1,Action,50,"Adult Cast",8,Drama,38,Military,24,Sci-Fi,29,Space,0,blank,0,"blank"
3667,"Strike Witches",https://cdn.myanimelist.net/images/anime/13/7,1,Action,9,Ecchi,38,Military,24,Sci-Fi,0,blank,0,blank,0,blank,0,"blank"
3668,"Telepathy Shoujo Ran",https://cdn.myanimelist.net/images/anime/12/2,10,Fantasy,23,School,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3669,"Duel Masters Movie 1: Yami no Shiro no Maryuu",https://cdn.myanimelist.net/images/anime/9/22,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3670,"Kikou Souseiki Mospeada",https://cdn.myanimelist.net/images/anime/1252,1,Action,18,Mecha,38,Military,0,blank,0,blank,0,blank,0,blank,0,"blank"
3671,"Genesis Climber Mospeada: Love, Live, Alive",https://cdn.myanimelist.net/images/anime/10/6,1,Action,18,Mecha,19,Music,0,blank,0,blank,0,blank,0,blank,0,"blank"
3672,"Tottemo! Luckyman",https://cdn.myanimelist.net/images/anime/1130,4,Comedy,57,"Gag Humor",24,Sci-Fi,27,Shounen,31,"Super Power",0,blank,0,blank,0,"blank"
3673,"Nijuu Mensou no Musume",https://cdn.myanimelist.net/images/anime/3/86,1,Action,2,Adventure,7,Mystery,42,Seinen,0,blank,0,blank,0,blank,0,"blank"
3674,"Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo ",https://cdn.myanimelist.net/images/anime/1807,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3675,"Andromeda Stories",https://cdn.myanimelist.net/images/anime/8/75,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3676,"Machine Robo: Cronos no Dai Gyakushuu",https://cdn.myanimelist.net/images/anime/4/63,1,Action,17,"Martial Arts",18,Mecha,24,Sci-Fi,29,Space,0,blank,0,blank,0,"blank"
3679,"Renketsu Houshiki",https://cdn.myanimelist.net/images/anime/10/6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3680,"Ai no Katachi: Ecchi na Onnanoko wa Kirai... ",https://cdn.myanimelist.net/images/anime/1042,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3681,"Tokyo Requiem",https://cdn.myanimelist.net/images/anime/5/10,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3683,Kabatotto,https://cdn.myanimelist.net/images/anime/12/6,4,Comedy,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3684,"Dimension Loop",https://cdn.myanimelist.net/images/anime/6/15,24,Sci-Fi,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3685,"4-Day Weekend",https://cdn.myanimelist.net/images/anime/8/81,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3686,"Tokimeki Memorial: Only Love Specials",https://cdn.myanimelist.net/images/anime/1511,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3689,"Hatsumei Boy Kanipan",https://cdn.myanimelist.net/images/anime/3/46,2,Adventure,4,Comedy,18,Mecha,24,Sci-Fi,0,blank,0,blank,0,blank,0,"blank"
3690,"Chou Hatsumei Boy Kanipan",https://cdn.myanimelist.net/images/anime/1778,2,Adventure,4,Comedy,18,Mecha,22,Romance,0,blank,0,blank,0,blank,0,"blank"
3691,"Watashi to Watashi: Futari no Lotte",https://cdn.myanimelist.net/images/anime/10/1,36,"Slice of Life",0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3692,"Yes! Precure 5 GoGo!",https://cdn.myanimelist.net/images/anime/10/2,1,Action,10,Fantasy,66,"Mahou Shoujo",23,School,0,blank,0,blank,0,blank,0,"blank"
3695,"Spectral Force Chronicle Divergence",https://cdn.myanimelist.net/images/anime/6/64,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3701,Kaiba,https://cdn.myanimelist.net/images/anime/7/13,2,Adventure,46,"Award Winning",7,Mystery,40,Psychological,22,Romance,24,Sci-Fi,0,blank,0,"blank"
3702,"Detroit Metal City",https://cdn.myanimelist.net/images/anime/3/98,50,"Adult Cast",4,Comedy,57,"Gag Humor",19,Music,20,Parody,42,Seinen,75,Showbiz,0,"blank"
3704,"Zenryoku Usagi",https://cdn.myanimelist.net/images/anime/12/5,4,Comedy,15,Kids,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3705,"Flashback Game",https://cdn.myanimelist.net/images/anime/1870,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3706,"Seikoujo: Haitoku no Biden Dorei",https://cdn.myanimelist.net/images/anime/9/16,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3707,"Soukou Kijo Iris",https://cdn.myanimelist.net/images/anime/4/64,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3710,"Hakaba Kitarou",https://cdn.myanimelist.net/images/anime/1692,14,Horror,37,Supernatural,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3711,"After... The Animation",https://cdn.myanimelist.net/images/anime/8/14,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3712,"Zero no Tsukaima: Princesses no Rondo",https://cdn.myanimelist.net/images/anime/6/10,1,Action,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3713,"Jigoku Shoujo Mitsuganae",https://cdn.myanimelist.net/images/anime/11/8,14,Horror,7,Mystery,40,Psychological,37,Supernatural,0,blank,0,blank,0,blank,0,"blank"
3720,"Jack to Mame no Ki",https://cdn.myanimelist.net/images/anime/2/11,10,Fantasy,15,Kids,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3723,"Koala Boy Kokki",https://cdn.myanimelist.net/images/anime/1190,4,Comedy,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3724,"Taiko no Tatsujin",https://cdn.myanimelist.net/images/anime/12/6,79,"Video Game",0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3726,"Karasu Tengu Kabuto: Ougon no Me no Kemono",https://cdn.myanimelist.net/images/anime/1089,1,Action,2,Adventure,8,Drama,13,Historical,0,blank,0,blank,0,blank,0,"blank"
3727,"Doraemon Movie 01: Nobita no Kyouryuu",https://cdn.myanimelist.net/images/anime/4/72,2,Adventure,4,Comedy,78,"Time Travel",0,blank,0,blank,0,blank,0,blank,0,"blank"
3728,"True Blue",https://cdn.myanimelist.net/images/anime/1004,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3729,"True Blue: Gaiden",https://cdn.myanimelist.net/images/anime/12/6,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3731,"Itazura na Kiss",https://cdn.myanimelist.net/images/anime/10/1,4,Comedy,22,Romance,23,School,25,Shoujo,48,Workplace,0,blank,0,blank,0,"blank"
3734,"Glass no Kamen: Sen no Kamen wo Motsu Shoujo",https://cdn.myanimelist.net/images/anime/1788,8,Drama,70,"Performing Arts",25,Shoujo,0,blank,0,blank,0,blank,0,blank,0,"blank"
3735,"Ryuuseiki Gakusaver",https://cdn.myanimelist.net/images/anime/1625,1,Action,4,Comedy,18,Mecha,20,Parody,23,School,24,Sci-Fi,29,Space,0,"blank"
3736,"Parappa the Rapper",https://cdn.myanimelist.net/images/anime/11/6,4,Comedy,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3737,Usavich,https://cdn.myanimelist.net/images/anime/4/15,2,Adventure,4,Comedy,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3738,"Usavich II",https://cdn.myanimelist.net/images/anime/5/15,2,Adventure,4,Comedy,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
3743,Murder,https://cdn.myanimelist.net/images/anime/3/66,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3744,"Crayon Shin-chan Movie 10: Arashi wo Yobu App",https://cdn.myanimelist.net/images/anime/11/2,46,"Award Winning",8,Drama,13,Historical,22,Romance,21,Samurai,42,Seinen,0,blank,0,"blank"
3745,"Crayon Shin-chan Movie 02: Buriburi Oukoku no",https://cdn.myanimelist.net/images/anime/8/22,1,Action,2,Adventure,4,Comedy,42,Seinen,0,blank,0,blank,0,blank,0,"blank"
3747,"Inyouchuu The Animation",https://cdn.myanimelist.net/images/anime/1691,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3750,"Maria-sama ga Miteru 4th",https://cdn.myanimelist.net/images/anime/4/75,8,Drama,26,"Girls Love",23,School,25,Shoujo,0,blank,0,blank,0,blank,0,"blank"
3751,"Sekai Meisaku Douwa: Mori wa Ikiteiru",https://cdn.myanimelist.net/images/anime/1263,10,Fantasy,15,Kids,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
